"","Company","Address1","City","State","lat","long"
"1268","Borroughs Corporation","3002 N Burdick St","Kalamazoo","MI",42.3207,-85.58386
"1269","Safari Club International","4800 W. Gates Pass Rd.","Tucson","AZ",32.23342,-111.06705
"1270","Fragomen Partners Llp","7 Hanover Sq","New York","NY",40.705513,-74.009056
"1271","Florida Legislature","2201 Bourgogne Dr","Tallahassee","FL",30.479187,-84.18378
"1272","Green Desert Patient Center Of Peoria, Inc.","9275 W Peoria Ave Ste 3","Peoria","AZ",33.580776,-112.25714
"1273","Kinney Drugs, Inc.","520 E Main St","Gouverneur","NY",44.342823,-75.45149
"1274","Kvs Licensing Company, Llc","4129 Portage St","Kalamazoo","MI",42.249805,-85.56025
"1275","Masaya Medical","6600 Amberton Dr","Elkridge","MD",39.190968,-76.75322
"1276","Ovale Llc","305 Sw 54Th Dr","Gainesville","FL",29.648552,-82.401024
"1277","Capri Management Inc","8660 Walton Blvd","Canton","MI",42.350754,-83.432686
"1278","Sanford Health","745 E 8Th St","Winner","SD",43.37089,-99.84724
"1279","Altoc, Inc","70 Witherspoon St","Princeton","NJ",40.351593,-74.66058
"1280","Adams Homes","13061 Shriners Blvd","Biloxi","MS",30.47658,-88.96952
"1281","Fundanna","318 W Adams St","Chicago","IL",41.87937,-87.63558
"1282","Safari Club Int'L Foundation","4800 W Gates Pass Rd","Tucson","AZ",32.23342,-111.06705
"1283","Peake Releaf Llc","2001 Chapman Ave","Rockville","MD",39.058674,-77.11897
"1284","Michigan Pharmacists Association","815 N Washington Ave","Lansing","MI",42.742462,-84.552155
"1285","Farmhouse Fresh Goods","125 Moen Avenue","Cranford","NJ",40.644394,-74.284325
"1286","Medstar Health Inc","6495 New Hampshire Ave Ste 201","Hyattsville","MD",38.968483,-77.00034
"1287","Caribe Imported Cigars Inc","4650 Nw 74Th Ave","Miami","FL",25.816729,-80.31744
"1288","Tegna Inc.","259 Delaware Ave","Buffalo","NY",42.96939,-78.86728
"1289","Common Sense Media","1230 Ave Of The Americas","New York","NY",40.758984,-73.98109
"1290","Ion Labs, Inc.","5355 115Th Ave N","Clearwater","FL",27.876482,-82.707664
"1291","My Tobacconist, Inc.","9847 E Fern St","Miami","FL",25.605736,-80.34984
"1292","Cansortium Florida, Llc","82 Ne 26Th St Unit 110","Miami","FL",25.802248,-80.12563
"1293","Essence Corp.","1221 Brickell Ave Ste 2100","Miami","FL",25.761925,-80.19181
"1294","Chem Rx Corporation","150 Fencl Ln","Hillside","IL",41.867336,-87.89537
"1295","Dr. Brandt Skincare","8798 Nw 15Th St","Doral","FL",25.787508,-80.33877
"1296","Aramsco","1480 Grandview Avenue","Paulsboro","NJ",39.832516,-75.20363
"1297","Novo Nordisk Inc.","100 College Road West","Princeton","NJ",40.341694,-74.66631
"1298","The Harvard Drug, Group. Llc","31778 Enterprise Drive","Livonia","MI",42.369648,-83.35751
"1299","Petcarerx, Inc.","52 Merton Ave","Lynbrook","NY",40.655746,-73.6578
"1300","Acreage Holdings Inc","366 Madison Ave 11Th Fl","New York","NY",40.713436,-73.98184
"1301","Health Food Associates","7807 E 51St St","Tulsa","OK",36.08989,-95.89187
"1302","Michigan Pharmacist Assn","815 North Washington Ave","Lansing","MI",42.74246,-84.552155
"1303","Lewis Drugs, Inc.","115 N Splitrock Blvd","Brandon","SD",43.594986,-96.57236
"1304","Kinetik Technologies Inc.","8 Crown Plz Ste 103","Hazlet","NJ",40.42038,-74.15864
"1305","Hometown Pharmacy Inc","117 N Main St","Bellevue","MI",42.444016,-85.018105
"1306","The Drug Store Pharmacy Inc","2940 Groveport Rd","Columbus","OH",39.904114,-82.966064
"1307","Er Banna","557 Nassau St, Suite 2","Orange","NJ",40.764565,-74.247475
"1308","The Joint Commission","1 Renaissance Blvd","Oakbrook Terrace","IL",41.847908,-87.98218
"1309","Healthwarehouse Com, Inc.","100 Commerce Blvd","Loveland","OH",39.284454,-84.3025
"1310","Universal Beauty Products, Inc.","1200 Kirk St","Elk Grove Village","IL",41.986217,-87.965706
"1311","Stepp Saver Inc","203 N Newburger Ave","Bruce","MS",33.992496,-89.347084
"1312","Northwest Pharmacy, Inc.","20 Burdick Expy W Ste 107","Minot","ND",48.232635,-101.29284
"1313","Jupiter Medical Center","1025 Military Trl Ste 100","Jupiter","FL",26.922386,-80.10205
"1314","Nature Publishing, Group.","75 Varick St Fl 9","New York","NY",40.723473,-74.00617
"1315","Act Expocad","69 S Lasalle Street","Aurora","IL",41.75496,-88.31347
"1316","Dosatron International, Inc.","2090 Sunnydale Blvd","Clearwater","FL",27.987078,-82.75114
"1317","Spectrum Health Systems, Inc.","750 Fuller Avnue Ne","Grand Rapids","MI",42.977314,-85.6398
"1318","Babor Institut","301 Royal Poinciana Plz","Palm Beach","FL",26.717596,-80.04285
"1319","Starbuds Baltimore","5975 Belair Rd","Baltimore","MD",39.34601,-76.54054
"1320","Chem Rx","88 Old Town Rd","Staten Island","NY",40.596264,-74.090576
"1321","Ogilvy & Mather Worldwide Inc","636 11Th Ave # 1","New York","NY",40.763687,-73.99622
"1322","Fuma International Llc","879 S Progress Dr Ste D","Medina","OH",41.145336,-81.883354
"1323","Walgreens Boots Alliance Inc","108 Wilmot Rd","Deerfield","IL",42.156742,-87.86737
"1324","The Joint Corp","16767 N Perimeter Dr Ste 240","Scottsdale","AZ",33.639862,-111.89672
"1325","Sodat Of New Jersey, Inc.","60 High St Ste 100","Mount Holly","NJ",39.994614,-74.78792
"1326","Newton Falls Pharmacy, Inc.","37 Ridge Rd","Newton Falls","OH",41.191776,-80.97923
"1327","Compasnate Care Foundation Inc","100 Century Dr","Egg Harbor Township","NJ",39.41881,-74.55504
"1328","Maribis Llc","2272 E North Grand Ave","Springfield","IL",39.816513,-89.61963
"1329","Christie Pharmacy, Inc","101 W University Ave","Champaign","IL",40.1163,-88.24365
"1330","Babor Forms, Inc.","19504 Abbots Way","Mokena","IL",41.53562,-87.91615
"1331","Japan Tobacco International U.S.A., Inc.","500 Frank W Burr Blvd Ste 24","Teaneck","NJ",40.87237,-74.00674
"1332","Battelle Memorial Institute","505 King Avenue","Columbus","OH",39.990616,-83.01885
"1333","Spirit Apothecary Botanicals &","664 Broadway Ave Ste 1","Bedford","OH",41.392006,-81.536095
"1334","Naturesmedicines.Com","111 Executive Blvd","Farmingdale","NY",40.72102,-73.429436
"1335","Main Street Shell","30 Main St","Reisterstown","MD",39.469036,-76.829636
"1336","County Of Morton","210 2Nd Ave Nw","Mandan","ND",46.82724,-100.893005
"1337","Michel Mercier Products, Inc.","3470 S Clinton Ave","South Plainfield","NJ",40.56813,-74.42989
"1338","Family Care Associate","6535 N Charles St","Towson","MD",39.38831,-76.62467
"1339","Underwriters Laboratories Inc.","333 Pfingsten Rd","Northbrook","IL",42.144997,-87.848274
"1340","Clinic Pharmacy Inc","1000 E Broad St Bsmt","Columbus","OH",39.965168,-82.9751
"1341","Piping Rock Health Products, Llc.","175 Sunnyside Blvd","Plainview","NY",40.79469,-73.469215
"1342","Vapejoose","1021 28Th St. Sw","Wyoming","MI",42.91339,-85.69143
"1343","Marsh & Mclennan Companies Inc","15 Mountainview Rd","Warren","NJ",40.64119,-74.56544
"1344","Hippie Gypsy","351 N 4Th Ave","Tucson","AZ",32.21793,-110.9655
"1345","Beauty Bridge, Inc.","95 Park Ave","Nutley","NJ",40.81098,-74.14377
"1346","The High Road Design Studio Llc","364 S Farmer Ave","Tempe","AZ",33.426674,-111.94429
"1347","Kalyx Development","366 Madison Ave 11Th Fl","New York","NY",40.713436,-73.98184
"1348","Cannacraft Inc","150 N Michigan Ave","Chicago","IL",41.879803,-87.62444
"1349","Eco Hemp Wholesale Llc","801 Industrial Dr","Hicksville","OH",41.306957,-84.76453
"1350","Orange County Health Dept","130 Broadway","Newburgh","NY",41.5001,-74.01231
"1351","Eco-Cigs, Inc.","8725 Keystone Ave","Skokie","IL",42.039333,-87.72902
"1352","Perdomocigars","5150 Nw 167Th St","Hialeah","FL",25.924925,-80.2842
"1353","The Harvard Drug, Group. Llc","31778 Enterprise Drive","Livonia","MI",42.369648,-83.35751
"1354","Ieso, Llc","3235 New Era Rd","Murphysboro","IL",37.771374,-89.24557
"1355","Trane Us, Inc.","1 Centennial Avenue","Piscataway","NJ",40.539974,-74.502014
"1356","Nutrascience Labs Inc","70 Carolyn Blvd","Farmingdale","NY",40.717415,-73.42178
"1357","Morgannas Alchemy Llc","10347 Palladio Dr","New Port Richey","FL",28.209251,-82.64432
"1358","Acreage Holdings Inc","366 Madison Ave 11Th Fl","New York","NY",40.713436,-73.98184
"1359","Spectrum Health Systems, Inc.","21 Michigan St Ne Ste 425","Grand Rapids","MI",42.9705,-85.667336
"1360","Innovet Pet Products","1135 Spruce Dr","Mountainside","NJ",40.68173,-74.34269
"1361","Joes Smokin Cigars Llc","2293 Saunders Settlement Rd","Sanborn","NY",43.143234,-78.922775
"1362","Lehi Valley Trading Company, Inc.","4955 E Mckellips Rd","Mesa","AZ",33.451843,-111.724365
"1363","Cvs Pharmacy #2480","1021 Neck Rd","Burlington","NJ",40.08314,-74.82154
"1364","Florida Department Of Education","325 West Gaines Street Turlington Building Suite 1514","Tallahassee","FL",30.435484,-84.284706
"1365","H Care","4433 Miller Road","Flint","MI",42.97786,-83.766785
"1366","Marijuana For Medical Inc","8910 N 56Th St","Temple Terrace","FL",28.030361,-82.39347
"1367","Northwest Pharmacy, Inc.","20 Burdick Expy W","Minot","ND",48.232635,-101.29284
"1368","Rockaway Drugs Inc","194 Beach 116Th St","Rockaway Park","NY",40.578747,-73.8366
"1369","Health.Com","1271 Avenue Of The Americas","New York","NY",40.760303,-73.98014
"1370","Sanford Health","1205 S Grange Ave Ste 301","Sioux Falls","SD",43.534943,-96.741295
"1371","Service To Overcome Drug Abuse Among Teenagers Inc","919 Broadway","Westville","NJ",39.863377,-75.1327
"1372","Mymatrixx","5706 Benjamin Center Dr","Tampa","FL",28.004612,-82.541214
"1373","Natural Partners, Inc.","7949 E Acoma Dr Ste 103","Scottsdale","AZ",33.61773,-111.90914
"1374","Rxstrategies, Inc.","1900 Glades Rd Ste 350","Boca Raton","FL",26.368212,-80.12147
"1375","Petcarerx., Inc.","52 Merton Ave","Lynbrook","NY",40.655746,-73.6578
"1376","Cle Cigar Company","4650 Nw 74Th Ave","Miami","FL",25.816729,-80.31744
"1377","County Of Okaloosa","461 School Ave","Crestview","FL",30.750027,-86.5724
"1378","The Tyler Drug Company","1083 Mount Vernon Ave","Columbus","OH",39.97218,-82.97307
"1379","Choice Hotels International","10750 Columbia Pike","Silver Spring","MD",39.03217,-77.00401
"1380","Smokers Choice","1651 Nathaniel Poole Trl Ste H","Brockport","NY",43.19555,-77.92839
"1381","The Rad Soap Co Llc","8 Wolfert Ave","Albany","NY",42.67794,-73.737366
"1382","Now Foods","244 Knollwood Drive","Bloomingdale","IL",41.94258,-88.11535
"1383","Green Desert Patient Center Of Peoria, Inc.","9275 W Peoria Ave Ste 3","Peoria","AZ",33.580776,-112.25714
"1384","Carekinesis","110 Marter Avenue Suite 309","Moorestown","NJ",39.969894,-74.92057
"1385","Advanced Care Chiropractors","1641 Hertel Ave","Buffalo","NY",42.947613,-78.84724
"1386","Galens, Inc.","17 Sodus St","Clyde","NY",43.082626,-76.87223
"1387","Garrison Natural Spring Water","175 Sunnyside Blvd","Plainview","NY",40.79469,-73.469215
"1388","Orange Cnty Code Enforcement","2450 33Rd St","Orlando","FL",28.508696,-81.41554
"1389","Altria Group Distribution Company","1000 Primera Blvd 3Rd Fl","Lake Mary","FL",28.765232,-81.34979
"1390","New Age Care, Llc","2015 E Euclid Ave","Mount Prospect","IL",42.08776,-87.89452
"1391","Essence Corporation","1101 Brickell Ave","Miami","FL",25.763102,-80.1915
"1392","Forum Extnded Care Services Ii Inc","4201 W Victoria St","Chicago","IL",41.98486,-87.73285
"1393","Reel Smokers, Inc.","504 S Federal Hwy","Deerfield Beach","FL",26.311644,-80.091675
"1394","Oklahoma Specialty Distributors, Llc","1701 Renaissance Blvd Ste 130","Edmond","OK",35.637173,-97.49843
"1395","Mister - E - Liquid Llc","632 Plymouth Ave Ne","Grand Rapids","MI",42.974674,-85.625145
"1396","Aramsco, Inc.","1480 Grandview Ave","Paulsboro","NJ",39.832516,-75.20363
"1397","Piping Rock Health Products","2120 Smithtown Ave","Ronkonkoma","NY",40.79824,-73.110664
"1398","Altria Group Distribution Company","1000 Primera Blvd 3Rd Fl","Lake Mary","FL",28.765232,-81.34979
"1399","Ibd","4 Peachtree Ct","Fairfield","OH",39.319286,-84.53774
"1400","Vitamin World Usa Corporation","90 Orville Dr","Bohemia","NY",40.77502,-73.10178
"1401","Mymatrixx, Llc","5706 Benjamin Center Dr Suite 103","Tampa","FL",28.004612,-82.541214
"1402","Sign & Graphics Operations, Llc.","4520 W Kennedy Blvd","Tampa","FL",27.944843,-82.520935
"1403","Sofie Co.","110 Clyde Rd Ste 1","Somerset","NJ",40.48276,-74.51404
"1404","County Of Berrien","811 Port St","Saint Joseph","MI",42.11027,-86.47874
"1405","Amerisourcebergen Drug Corporation","1 Industrial Park Dr","Williamston","MI",42.68055,-84.28247
"1406","Ge Healthcare Inc","945 N Edgewood Ave Ste A1","Wood Dale","IL",41.98164,-87.964455
"1407","Ehardts Pharmacy Incorporated","4436 Main St","Brown City","MI",43.21203,-82.99559
"1408","Burleigh-Morton County Supt Schs","210 2Nd Ave Nw","Mandan","ND",46.82724,-100.893005
"1409","Vitacost.Com, Inc.","5400 Broken Sound Blvd Nw","Boca Raton","FL",26.395824,-80.112564
"1410","Vitacost.Com Inc.","2055 High Ridge Rd.","Boynton Beach","FL",26.542248,-80.074745
"1411","Christie Pharmacy, Inc","101 W University Ave","Champaign","IL",40.1163,-88.24365
"1412","Wellington Fragrance Company","33306 Glendale","Livonia","MI",42.376232,-83.38866
"1413","Buderer Drug Co","633 Hancock St","Sandusky","OH",41.452003,-82.70543
"1414","Arthur'S Original Pharmacy, Inc.","5816 N University Dr","Tamarac","FL",26.196167,-80.25204
"1415","Nature Publishing Group","75 Varick St Fl 9","New York","NY",40.723473,-74.00617
"1416","Across International, Llc.","1000 Frank E Rodgers Blvd S Ste 200","Harrison","NJ",40.737793,-74.155525
"1417","Ieso, Llc","3235 New Era Rd","Murphysboro","IL",37.771374,-89.24557
"1418","Marg Pharmacy Inc","76 Graham Ave","Brooklyn","NY",40.703632,-73.94259
"1419","Revlon","237 Park Ave","New York","NY",40.754627,-73.97584
"1420","Direct Action Media, Llc.","757 3Rd Ave Ste 2120","New York","NY",40.75399,-73.97209
"1421","Lehi Valley Trading Company","4955 E Mckellips Rd","Mesa","AZ",33.451843,-111.724365
"1422","Mossos Medical Supply Company, Llc.","300 Wilmot Rd Ms 3301","Deerfield","IL",42.158203,-87.86734
"1423","Liss Pharmacy, Inc","794 Mount Prospect Ave","Newark","NJ",40.779335,-74.16383
"1424","22Nd Century Technologies","1 Executive Drive Suite 285","Somerset","NJ",40.542057,-74.519104
"1425","Petcarerx., Inc.","52 Merton Ave","Lynbrook","NY",40.655746,-73.6578
"1426","American Cutting Edge, Inc.","480 Congress Park Dr","Dayton","OH",39.632256,-84.17613
"1427","Garland, Inc.","4700 N Red Oak Rd","Lewiston","MI",44.81834,-84.31335
"1428","Life Extension","3600 West Commercial Blvd","Fort Lauderdale","FL",26.186222,-80.197975
"1429","Fluent Cannabis Care","921 S Missouri Ave","Clearwater","FL",27.974827,-82.78823
"1430","22Nd Century Technologies","1 Executive Dr","Somerset","NJ",40.542057,-74.519104
"1431","Acreage Holdings Inc.","366 Madison Ave,","New York","NY",40.713436,-73.98184
"1432","Vitamin World Usa Corporation","90 Orville Dr","Bohemia","NY",40.77502,-73.10178
"1433","Now Health Group, Inc.","244 Knollwood Dr Ste 300","Bloomingdale","IL",41.94258,-88.11535
"1434","Amico Educational Concepts, Inc.","4731 136Th St","Crestwood","IL",41.644966,-87.73608
"1435","Evergreen Pharmacy","2141 Us Highway 2 E","Kalispell","MT",48.22171,-114.27722
"1436","I.David Gordon Associates Inc","845 3Rd Ave Rm 200320","New York","NY",40.756676,-73.97014
"1437","St John Pontiac Pharmacy","385 N Lapeer Rd","Oxford","MI",42.830544,-83.26938
"1438","Ml Capital Group, Inc.","16810 E Avenue Of The Fountains Ste 120","Fountain Hills","AZ",33.60423,-111.717865
"1439","Snyder-Mark Drugs Roselle, Inc.","384 E Irving Park Rd","Roselle","IL",41.983704,-88.07173
"1440","West Penetone","700 Gotham Pkwy","Carlstadt","NJ",40.828197,-74.06894
"1441","Compasionate Care Foundation","100 Century Dr","Egg Harbor Township","NJ",39.41881,-74.55504
"1442","Bob'S Candy Service Inc","1119 W 9Th St","Yankton","SD",42.87754,-97.41151
"1443","Wise'S Parkwood Pharmacy Inc","3601 Sw 2Nd Ave Ste A","Gainesville","FL",29.65084,-82.37661
"1444","Westchester Jewish Cmnty Service","1 Odell Plz","Yonkers","NY",40.96927,-73.88092
"1445","Kinney Drug","23 Fennell St","Skaneateles","NY",42.94738,-76.43159
"1446","County Landfill","1540 Mayflower Rd","Niles","MI",41.809483,-86.322365
"1447","Mymatrixx, Llc","5706 Benjamin Center Dr Suite 103","Tampa","FL",28.004612,-82.541214
"1448","Vitabiotics Usa Llc","750 3Rd Ave Fl 9","New York","NY",40.75374,-73.97229
"1449","Adventist Health System","111 N Orlando Ave","Winter Park","FL",28.597866,-81.36514
"1450","Seward & Kissel Llp","1 Battery Park Plaza","New York","NY",40.704586,-74.01432
"1451","Medical Marijuana","109 N Elm Ave","Jackson","MI",42.25162,-84.3844
"1452","Encanto Green Cross Dispensary","2620 W Encanto Blvd","Phoenix","AZ",33.473362,-112.115524
"1453","Acariahealth, Inc.","8427 S Park Circle Suite 400","Orlando","FL",28.442087,-81.42633
"1454","Petcarerx , Inc.","52 Merton Ave.","Lynbrook","NY",40.655746,-73.6578
"1455","A P Keaton, Inc.","5 Grace Ave Ste 1","Great Neck","NY",40.788265,-73.72861
"1456","Joes Smokin Cigars Llc","2293 Saunders Settlement Rd","Sanborn","NY",43.143234,-78.922775
"1457","Empire Healthchoice Assurance, Inc","1 Liberty Plz Fl 14","New York","NY",40.708797,-74.00961
"1458","Aroma Tech, Inc.","130 Industrial Pkwy","Branchburg","NJ",40.598476,-74.70958
"1459","Caldwell Consumer Health, Llc","8 Elmer St Ste 1","Madison","NJ",40.7592,-74.41384
"1460","Dabs","11508 Monclova Rd","Monclova","OH",41.56032,-83.817375
"1461","Columbia Remedy","6656 Dobbin Rd","Columbia","MD",39.186363,-76.825516
"1462","Northshore Evanston Hospital","2650 Ridge Ave","Evanston","IL",42.064735,-87.68341
"1463","Giant Eagle Inc","41 5Th St Se","Barberton","OH",41.010098,-81.589905
"1464","Cheek Pharmacy Inc","16734 Se Highway 19","Cross City","FL",29.63319,-83.1227
"1465","Cigarettes 4 Less","1215 Maple Ave","Lisle","IL",41.78641,-88.075134
"1466","Wyoming Pharmacy","5251 Clyde Park Ave Sw","Wyoming","MI",42.868675,-85.68401
"1467","Green Dot Labs","1810 W S 3Rd","Shelbyville","IL",39.403774,-88.81661
"1468","John Amico Professional Haircare","4731 136Th St","Crestwood","IL",41.644966,-87.73608
"1469","Bodybio Inc","45 Reese Rd","Millville","NJ",39.366337,-75.006165
"1470","Now Foods","244 Knollwood Drive","Bloomingdale","IL",41.94258,-88.11535
"1471","Jinny Corporation","16241 Nw 48Th Ave","Hialeah","FL",25.920942,-80.27863
"1472","Medstar Health","3001 S. Hanover Street","Baltimore","MD",39.251537,-76.615135
"1473","World Pacific Jewelry","1010 Executive Dr # 300","Westmont","IL",41.821896,-87.95548
"1474","Abel'S Pharmacy Inc","357 Totowa Ave","Paterson","NJ",40.917892,-74.18515
"1475","American Eagle Distributing","6402 E Grandview Dr","Scottsdale","AZ",33.635445,-111.942085
"1476","Vitacost.Com Inc.","5400 Broken Sound Blvd Nw Suite 500","Boca Raton","FL",26.395824,-80.112564
"1477","New Genetics","4500 N 193Rd E Ave","Catoosa","OK",36.223007,-95.76001
"1478","Christie Clinic, Llc","1801 W Windsor Rd Ste A","Champaign","IL",40.083702,-88.276474
"1479","N.V. Perricone M.D. Cosmeceuticals","1745 Broadway","New York","NY",40.765335,-73.98203
"1480","Meijer","11901 Fulton St E","Lowell","MI",42.930443,-85.378586
"1481","Amira Novelty, Inc.","7099 Huntley Rd Ste 105","Columbus","OH",40.10787,-82.997665
"1482","Shanti Pharmacy Corp","5105 Church Ave","Brooklyn","NY",40.651974,-73.92929
"1483","Petcarerx., Inc.","52 Merton Ave","Lynbrook","NY",40.655746,-73.6578
"1484","Vitals Medical","160 Chubb Ave Suite 301","Lyndhurst","NJ",40.803944,-74.09754
"1485","Carmel Richmond Nursing Home, Inc.","88 Old Town Rd","Staten Island","NY",40.596264,-74.090576
"1486","Adams Apple","10427 Clifton Blvd","Cleveland","OH",41.485283,-81.75668
"1487","Cannabis Security And Technology Solutions","300 Thomas Ave","Williamstown","NJ",39.708366,-75.03145
"1488","Bellmore Drug Inc","109 Bedford Ave","Bellmore","NY",40.669548,-73.52753
"1489","Healthsprings Pharmacy","2449 Ross Millville Rd","Hamilton","OH",39.35607,-84.641304
"1490","Loris Natural Foods Center","900 Jefferson Rd","Rochester","NY",43.136368,-77.62892
"1491","Gar Wood Securities","440 S La Salle St Ste 2201","Chicago","IL",41.87636,-87.63176
"1492","Salvona Technologies, Inc.","65 Stults Road","Dayton","NJ",40.35601,-74.48626
"1493","Petcarerx, Inc.","52 Merton Ave","Lynbrook","NY",40.655746,-73.6578
"1494","My Tobacconist Inc","9847 E Fern St","Miami","FL",25.605736,-80.34984
"1495","Damiano Pharmacy","270 Parker Ave Apt 1","Clifton","NJ",40.876793,-74.12407
"1496","Sciotoville Rx Pharmacy","1865 Coles Blvd","Portsmouth","OH",38.756653,-82.97623
"1497","Eden Enterprises, Inc.","7405 N Oak Park Ave","Niles","IL",42.014915,-87.79392
"1498","Levelup Inc.","22870 Huron River Drive","Rockwood","MI",42.071938,-83.25461
"1499","Salvona, Llc","2521 Kuser Rd","Hamilton","NJ",40.205048,-74.65732
"1500","Arizona Biological Control, Inc.","10831 N Mavinee Dr Ste 185","Tucson","AZ",32.402596,-110.94723
"1501","Sativa Magazine","220 Lake Dr E Ste 105","Cherry Hill","NJ",39.938892,-75.00311
"1502","Jds Therapeutics, Llc","1 Manhattanville Rd Ste 104","Purchase","NY",41.025074,-73.71622
"1503","Reel Smokers, Inc.","140 N Federal Hwy","Deerfield Beach","FL",26.320295,-80.0906
"1504","Sumter County Department Of Health","30655 Mossy Island Pl","Myakka City","FL",27.276855,-82.22926
"1505","Pearsons Discount Drugs","101 E Washington St","Houston","MS",33.89767,-89.000084
"1506","Jewel-Osco Inc.","655 Main St Nw","Bourbonnais","IL",41.16008,-87.88793
"1507","Jushi Inc","1800 Nw Corporate Blvd Ste 200","Boca Raton","FL",26.3707,-80.1213
"1508","Smoking Vapor Corp Llc","4908 E Mcdowell Rd Ste 100","Phoenix","AZ",33.46563,-111.97536
"1509","Spectrum Health System","100 Michigan Street Ne","Grand Rapids","MI",42.970505,-85.66637
"1510","Integrated Health Associates, Inc.","4936 W Clark Rd Ste 100D","Ypsilanti","MI",42.25913,-83.67213
"1511","The Joint Corp","16767 N Perimeter Drive Suite 240","Scottsdale","AZ",33.639862,-111.89672
"1512","Wises Drug Store Inc","708 Sw 4Th Ave","Gainesville","FL",29.654724,-82.317345
"1513","Ogilvy Mather Worldwide Inc","636 11Th Ave # 1","New York","NY",40.763687,-73.99622
"1514","Budd'S Pool Co., Inc.","950 Cooper St","Deptford","NJ",39.82887,-75.125694
"1515","Anchor Cigar & Candy Co","537 Williamson Ave","Youngstown","OH",41.086468,-80.6459
"1516","Haworth Apothecary Inc.","169 Terrace St","Haworth","NJ",40.960255,-73.98942
"1517","Gabert Clinic Pharmacy","107 Dilworth St","Glendive","MT",47.11842,-104.70463
"1518","Jupiter Medical Center, Inc.","1210 S Old Dixie Hwy","Jupiter","FL",26.966036,-80.091736
"1519","Wells Discount Drugs Inc","725 Sawmill Rd","Laurel","MS",31.693565,-89.1345
"1520","Tobacco Cove","5393 Roosevelt Blvd # 2","Jacksonville","FL",30.250881,-81.69839
"1521","Japan Tobacco International U.S.A., Inc.","500 Frank W Burr Blvd Ste 24","Teaneck","NJ",40.87237,-74.00674
"1522","Gar Wood Securities, Llc.","440 S La Salle St","Chicago","IL",41.87636,-87.63176
"1523","Dizpot","2430 W Mission Ln Suite 6","Phoenix","AZ",33.56918,-112.11096
"1524","City Limits","105 East 22Nd Street","New York","NY",40.73939,-73.98653
"1525","Dosatron International, Inc.","2090 Sunnydale Blvd","Clearwater","FL",27.987078,-82.75114
"1526","Mdx Medical, Inc.","210 Clay Ave","Lyndhurst","NJ",40.80455,-74.10177
"1527","Nature America, Inc.","75 Varick St Fl 9","New York","NY",40.723473,-74.00617
"1528","Capital Health System, Inc.","446 Bellevue Ave","Trenton","NJ",40.229572,-74.777245
"1529","Nutrovape Llc","3226 Bennett St N","Saint Petersburg","FL",27.80132,-82.67239
"1530","Mdx Medical, Inc.","210 Clay Ave","Lyndhurst","NJ",40.80455,-74.10177
"1531","Campbells Pharmacy","2175 Highway 35 # 13","Sea Girt","NJ",40.136513,-74.063286
"1532","Herb'N Grown","3844 E Waltann Ln","Phoenix","AZ",33.62701,-112.141304
"1533","Empire Healthchoice Assurance, Inc.","15 Metrotech Ctr Ste 7","Brooklyn","NY",40.694366,-73.98537
"1534","Cvs Health Corporation","9501 E Shea Blvd","Scottsdale","AZ",33.58253,-111.8761
"1535","Novo Nordisk","800 Scudders Mill Rd","Plainsboro","NJ",40.33944,-74.6116
"1536","County Of Morton","200 2Nd Ave Nw","Mandan","ND",46.827152,-100.89298
"1537","Cosmetic Dermatology, Llc","8798 Nw 15Th St","Miami","FL",25.787508,-80.33877
"1538","Lonza, Group.","8830 Biggs Ford Road","Walkersville","MD",39.484398,-77.36005
"1539","Sheralven Enterprises Ltd.","360 Moreland Rd","Commack","NY",40.811947,-73.270454
"1540","Capital Health System, Inc.","446 Bellevue Avenue","Trenton","NJ",40.229572,-74.777245
"1541","Wyoming Fire Department","1250 36Th St Sw","Wyoming","MI",42.89884,-85.69598
"1542","Tri-Med Medical Pharmacy","5779 49Th St N Ste 2","Saint Petersburg","FL",27.81717,-82.71196
"1543","Carekinesis","110 Marter Avenue","Moorestown","NJ",39.969894,-74.92057
"1544","Japan Tobacco International U.S.A., Inc.","500 Frank W Burr Blvd Ste 24","Teaneck","NJ",40.87237,-74.00674
"1545","Reel Smokers, Inc.","504 S Federal Hwy","Deerfield Beach","FL",26.311644,-80.091675
"1546","Procare Rx Puerto Rico, Llc","3891 Commerce Pkwy","Hollywood","FL",25.97759,-80.28144
"1547","Ing Group","1325 Avenue Of The Americas Bsmt 3","New York","NY",40.761982,-73.97891
"1548","Medisca Inc.","661 State Route 3 Unit C","Plattsburgh","NY",44.69543,-73.51215
"1549","Universal Beauty Products, Inc.","500 Wall St","Glendale Heights","IL",41.934757,-88.10103
"1550","Misthub, Llc","1674 Barclay Blvd","Buffalo Grove","IL",42.18106,-87.93532
"1551","Buffalo Cigars","2911 Southwestern Blvd","Orchard Park","NY",42.807228,-78.7321
"1552","Nutrascience Labs, Inc.","70 Carolyn Blvd","Farmingdale","NY",40.717415,-73.42178
"1553","Lush Fresh Handmade Cosmetics","700 Paramus Park","Paramus","NJ",40.97318,-74.09026
"1554","Sunshine Cannabis","125 Barclay St","New York","NY",40.71408,-74.01263
"1555","Herbiculture Inc","4009 Sandy Spring Rd","Burtonsville","MD",39.1114,-76.92752
"1556","Shell","7 Jackson Ave","Syosset","NY",40.825157,-73.50197
